day,z_f_1,z_f_2,z_f_3,z_f_4,z_f_5,z_f_6,z_f_7,z_f_8
513,0.0842073,-0.110864356,-0.3165338,0.20203315,0.07492343,-0.024681427,-0.12871517,-0.038771585
514,0.09290183,-0.13484722,-0.306,0.16949897,0.09308414,-0.03031151,-0.1325713,-0.036108024
515,0.099722266,-0.15803331,-0.24372907,0.1667715,0.068939544,0.03981668,-0.10038388,-0.02783706
516,0.07185582,-0.15058,-0.2880005,0.19884893,0.11105913,-0.0043011755,-0.15820175,-0.047363017
517,0.052070558,-0.11944585,-0.2848829,0.24807836,0.09598771,0.0063019916,-0.14861019,-0.06929161
518,0.10028682,-0.16139932,-0.24579673,0.1896944,0.06734031,0.040827803,-0.091991834,-0.047832124
519,0.074917465,-0.15576565,-0.2870953,0.19297352,0.10112592,0.0059712976,-0.13711296,-0.034932185
520,0.06384332,-0.122148015,-0.25531843,0.27474982,0.08992751,0.011867948,-0.11969204,-0.07954164
521,0.06379704,-0.16281897,-0.21057676,0.1741378,0.08931032,0.07425207,-0.09715943,-0.0070060454
522,0.08137969,-0.14806792,-0.27662617,0.24998164,0.11366657,-0.0010327995,-0.14581257,-0.054218493
523,0.04746494,-0.16121787,-0.2791577,0.21406518,0.11844929,0.043851048,-0.14162102,-0.030243032
524,0.090707846,-0.15420042,-0.27383587,0.2572385,0.09218831,-0.0019910485,-0.15196204,-0.07776957
525,0.054666586,-0.12622344,-0.29055572,0.2554279,0.1053249,0.0065980703,-0.15598306,-0.06277263
526,0.06413901,-0.1597887,-0.28868634,0.20801988,0.1135803,0.023434006,-0.15251324,-0.05057845
527,0.07191217,-0.17242521,-0.22053806,0.18353295,0.09240289,0.06796778,-0.10364334,-0.015456358
528,0.04374342,-0.15500574,-0.2735744,0.19958082,0.12715974,0.03674055,-0.15673879,-0.026505379
529,0.08081735,-0.15700632,-0.26755005,0.23280647,0.10111628,0.011094287,-0.14598367,-0.06243407
530,0.07459502,-0.15747331,-0.21693729,0.14315315,0.086722374,0.074757695,-0.09603383,-0.016151084
531,-0.015034562,-0.07731379,-0.2645155,0.25773358,0.107030496,0.035688996,-0.09943006,-0.053134575
532,0.07579436,-0.15649429,-0.2203878,0.14585206,0.081627294,0.07395539,-0.09337652,-0.013989786
533,0.0754502,-0.1530319,-0.2646341,0.20039853,0.10547583,0.022636816,-0.14088431,-0.060857847
534,0.054941792,-0.15008438,-0.2756449,0.16121995,0.12561333,0.03138555,-0.15717138,-0.023139494
535,0.07801992,-0.15456054,-0.28589618,0.20875728,0.095012404,0.011665717,-0.1313923,-0.041721266
536,0.13314573,-0.11016309,-0.3143952,0.3367452,0.076483175,-0.035751313,-0.08005582,-0.083682805
537,0.109999955,-0.118761,-0.29598218,0.29199952,0.051380433,-0.0056442916,-0.066503406,-0.052003287
538,0.08610536,-0.16226405,-0.22394523,0.1830642,0.0897136,0.047957197,-0.10636866,-0.01773579
539,0.07041892,-0.10992569,-0.28601313,0.2651236,0.08365774,-0.0028798282,-0.13406655,-0.07304303
540,0.07843681,-0.16913109,-0.22346766,0.18230148,0.09147193,0.062800705,-0.10171948,-0.024406137
541,0.051618043,-0.11608518,-0.2604946,0.25795358,0.09394056,0.014588341,-0.1334888,-0.07450366
542,0.07462719,-0.16684864,-0.21367094,0.1652049,0.090544604,0.060441367,-0.11310236,-0.0041147675
543,0.09133766,-0.14688216,-0.22693777,0.10935305,0.08176449,0.07487686,-0.089242876,-0.03532114
544,-0.01978429,-0.07744259,-0.14207408,0.38898444,0.09283787,0.06514843,0.07109222,-0.04132367
545,0.1302517,-0.11724113,-0.18962157,0.100441545,0.062914416,0.15701902,0.037197173,-0.097273216
546,0.14202641,-0.124413386,-0.18572742,0.121326886,0.053016238,0.16268326,0.048008293,-0.12181836
547,0.1307232,-0.13447776,-0.18636268,0.15408131,0.060381442,0.17321533,0.023359865,-0.12933269
548,0.0842343,-0.1415193,-0.21093765,0.14355089,0.1000278,0.12757851,-0.08084651,-0.07574716
549,0.077803835,-0.11522843,-0.29894873,0.2175798,0.071925096,-0.01290299,-0.13306677,-0.049851216
550,0.12326091,-0.13997757,-0.25194567,0.20698662,0.04300271,0.025837392,-0.09055754,-0.07571153
551,0.10873573,-0.12480968,-0.29417858,0.21871252,0.07428764,-0.029506534,-0.11283388,-0.057606045
552,0.08638421,-0.1565931,-0.23936275,0.119202584,0.06854672,0.04070767,-0.11297397,-0.010208199
553,0.036496,-0.121004656,-0.28996205,0.18492036,0.106867686,-0.00034695864,-0.15628478,-0.026041515
554,0.0863854,-0.13864496,-0.29185265,0.20486891,0.09983335,-0.017967954,-0.13269371,-0.047152635
555,0.09347538,-0.13131163,-0.28953707,0.22639683,0.09415328,-0.014450014,-0.13207075,-0.06997985
556,0.08382915,-0.14340264,-0.2902066,0.20748517,0.101659134,-0.013807803,-0.13890435,-0.05176769
557,0.10284943,-0.106442526,-0.28375813,0.2992144,0.07274048,-0.0037628934,-0.055822566,-0.05348379
558,0.10322067,-0.114125445,-0.28603828,0.2811989,0.045851942,0.0063125715,-0.058826484,-0.052866757
559,0.11866801,-0.11205734,-0.29450503,0.33130842,0.08356862,-0.023444548,-0.069001496,-0.061551355
560,0.10500146,-0.11529984,-0.28751904,0.28431022,0.046368867,0.0043713152,-0.061081395,-0.05281747
561,0.06959586,-0.15342559,-0.21642785,0.21563558,0.08165637,0.08506118,-0.0694315,-0.04373871
562,0.08310723,-0.1563992,-0.25079036,0.24080071,0.09275813,0.019193292,-0.14692387,-0.08762755
563,0.043580484,-0.13232458,-0.26946723,0.26589957,0.09871036,0.024721429,-0.15678358,-0.079499856
564,0.07936071,-0.1599683,-0.21778443,0.19408533,0.07799654,0.07349712,-0.07453671,-0.038816903
565,0.040369935,-0.12451043,-0.25749812,0.24724787,0.10114426,0.025074534,-0.13203037,-0.063550994
566,0.036908332,-0.12533611,-0.22336411,0.23907672,0.10740533,0.09178154,-0.09226024,-0.08822147
567,0.09849652,-0.15868576,-0.21334365,0.18306687,0.085021995,0.09325868,-0.051285163,-0.081607014
568,0.019222964,-0.12793092,-0.23187529,0.22434822,0.12264112,0.1027797,-0.10140915,-0.0739533
569,0.082044266,-0.16148297,-0.22124875,0.15843596,0.089783885,0.048085872,-0.113134556,-0.008048456
570,0.04153795,-0.15611064,-0.2706682,0.19011176,0.12791106,0.037563894,-0.15945874,-0.022087732
571,0.15224016,-0.12628946,-0.20021504,0.12637062,0.018484771,0.12671606,0.07004848,-0.11053904
572,0.05617499,-0.10648099,-0.17680322,0.18419802,0.10001329,0.15071061,-0.018052042,-0.07983393
573,0.024606533,-0.12289425,-0.23654264,0.1679471,0.08996455,0.066431254,-0.14024173,-0.037452973
574,0.09414333,-0.1435936,-0.23480028,0.12847576,0.047077086,0.06985407,-0.07352721,-0.055505645
575,0.03255412,-0.086092345,-0.15225726,0.28632212,0.10112697,0.10869694,0.0055307597,-0.087898225
576,0.10013533,-0.12036525,-0.19411272,0.14457026,0.031305894,0.09538929,0.010337427,-0.045484766
577,0.07335589,-0.13931248,-0.21020477,0.13531274,0.10335457,0.11001158,-0.08284813,-0.051609673
578,0.047160216,-0.13630034,-0.19951178,0.24372962,0.09182389,0.0714128,-0.030807547,-0.08887464
579,0.064373024,-0.10323383,-0.17508051,0.12281622,0.07362245,0.13963218,-0.0050395876,-0.060389016
580,0.07219747,-0.15347657,-0.26655215,0.23453905,0.10549451,0.016324729,-0.14517733,-0.05032338
581,0.026816402,-0.13246077,-0.27396178,0.24458165,0.11292411,0.037062906,-0.15268742,-0.06183042
582,0.07570887,-0.1764969,-0.21803822,0.18605493,0.092729405,0.06328416,-0.112583116,-0.029951766
583,0.070424445,-0.15617928,-0.20029329,0.1410869,0.08732744,0.073627666,-0.09232335,-0.01595533
584,0.035737947,-0.123164594,-0.22876921,0.2350063,0.09613584,0.04058271,-0.117117204,-0.07617335
585,0.053212475,-0.15821868,-0.25335824,0.18315257,0.12674753,0.0554917,-0.14542104,-0.04051608
586,0.06931342,-0.15259428,-0.26911107,0.23044783,0.109934606,0.014559254,-0.15006019,-0.044744577
587,-0.008472152,-0.1292584,-0.2583996,0.2163806,0.13402697,0.07774189,-0.13744164,-0.058084868
588,0.106536046,-0.1520693,-0.21871041,0.17937165,0.05055447,0.060167097,-0.075775735,-0.037690718
589,0.06210632,-0.11211387,-0.27747485,0.24872176,0.08964298,0.0026304498,-0.1411969,-0.0649946
590,0.08972762,-0.15866569,-0.23069397,0.17669182,0.08356094,0.041517667,-0.11191432,-0.03704042
591,0.07586368,-0.1473225,-0.27670592,0.20564145,0.098398864,-0.0024860427,-0.15064022,-0.063100934
592,0.07654714,-0.14997092,-0.2718658,0.17990333,0.0932799,0.015048236,-0.12830164,-0.031548176
593,0.08094534,-0.14271337,-0.28488454,0.21056172,0.10424895,-0.011404745,-0.13983871,-0.053322162
594,0.10367589,-0.14629224,-0.2314401,0.20446822,0.06593616,0.03969326,-0.09956013,-0.061193895
595,0.070302315,-0.10573989,-0.27852976,0.26062417,0.08995974,-0.0036847517,-0.131458,-0.059362635
596,0.08963923,-0.1445274,-0.28155488,0.2035088,0.091599934,-0.011427447,-0.13034597,-0.04861071
597,0.07963029,-0.13789906,-0.2761993,0.2308105,0.11188689,-0.0046836883,-0.1471587,-0.054276418
598,0.05321725,-0.14469923,-0.2731911,0.17337254,0.118037656,0.017646901,-0.14958061,-0.019810047
599,0.10599141,-0.14006689,-0.23893681,0.19570851,0.06501763,0.036111232,-0.09758391,-0.055912822
600,0.07566777,-0.1534057,-0.26742306,0.19171026,0.09518653,0.008634537,-0.1399849,-0.043908413
601,0.05497046,-0.11606771,-0.2685103,0.24966176,0.09226084,0.010945663,-0.1435397,-0.06933781
602,0.08737782,-0.15494192,-0.21053807,0.17010708,0.06776361,0.06908709,-0.07080752,-0.02459471
603,0.06369507,-0.15709591,-0.26839018,0.20935398,0.10503709,0.021089211,-0.14433655,-0.042549193
604,0.078019105,-0.148853,-0.26599038,0.23883598,0.10661273,0.0063909814,-0.14981872,-0.06297889
605,0.076291285,-0.15613994,-0.19729914,0.14904356,0.08507244,0.08061967,-0.07766899,-0.035650395
606,-0.010328285,-0.08688214,-0.23238121,0.27248558,0.10148607,0.046450455,-0.06929919,-0.0547721
607,0.082968414,-0.15397196,-0.21565175,0.17467591,0.10118948,0.09153079,-0.065221556,-0.06415679
608,0.04166449,-0.09845744,-0.19267827,0.15097165,0.1044008,0.14347485,-0.00021602213,-0.0635484
609,0.14659753,-0.0845761,-0.16680254,0.13406315,-0.041529752,0.15457878,0.16914797,-0.11961557
610,0.05982153,-0.10658171,-0.16609332,0.1776551,0.09910275,0.1668903,-0.005519405,-0.08365525
611,0.11785783,-0.13389412,-0.18386132,0.13995685,0.06395442,0.16003174,0.008832365,-0.11317368
612,0.099773586,-0.124100626,-0.19053783,0.10588826,0.074901626,0.13354711,-0.04444865,-0.07533808
613,0.024200553,-0.12669744,-0.25499174,0.20421487,0.10313218,0.02745901,-0.1477727,-0.048442665
614,0.05107455,-0.11366306,-0.14336541,0.19779773,0.042341627,0.113689415,0.018133193,-0.051005095
615,0.0705488,-0.14113224,-0.21274763,0.29641962,0.09517136,0.054950945,-0.083334446,-0.11267503
616,0.065115064,-0.16313422,-0.21580943,0.1954397,0.10417792,0.096925214,-0.10505726,-0.069504954
617,0.042408075,-0.14386103,-0.20798773,0.1697712,0.10896017,0.105162494,-0.09771253,-0.045865927
618,0.06636904,-0.15309304,-0.26363158,0.2166323,0.106364734,0.01839082,-0.15346342,-0.04646562
619,0.11252398,-0.10689557,-0.28274643,0.3252049,0.07063943,-0.008729212,-0.060021162,-0.06699895
620,0.08486773,-0.10710411,-0.29642802,0.23273373,0.074693866,-0.011379749,-0.119796425,-0.04564666
621,0.10810228,-0.14172828,-0.22525868,0.18513137,0.057247065,0.050415225,-0.086955324,-0.04805126
622,0.07427795,-0.16031605,-0.19930398,0.13708302,0.08555381,0.06319292,-0.10274146,-0.018186878
623,0.06827001,-0.1571291,-0.22315143,0.1777884,0.10645351,0.08356988,-0.1125342,-0.06766686
624,0.07965783,-0.14628209,-0.20086811,0.14995246,0.10009168,0.10219842,-0.10114866,-0.07020897
625,0.0708012,-0.130781,-0.2447264,0.27330482,0.08834119,0.009741738,-0.14135975,-0.091130525
626,0.018075548,-0.12524606,-0.21441004,0.19199613,0.12289939,0.11009599,-0.09114239,-0.060507793
627,0.10547099,-0.15903358,-0.20777495,0.12467049,0.07501365,0.08687528,-0.06645534,-0.06543023
628,0.05187668,-0.15435328,-0.24898212,0.17962861,0.11953309,0.04730802,-0.15245295,-0.043394044
629,0.080842964,-0.16583677,-0.21014932,0.13391945,0.07864616,0.05528518,-0.11494623,-0.027250057
630,-0.0078029893,-0.09885733,-0.20682238,0.26737922,0.10588613,0.04130652,-0.08492799,-0.05134639
631,0.06841299,-0.11007847,-0.14982074,0.18845357,0.03538557,0.11400472,0.026127964,-0.044167496
632,0.034979835,-0.12682015,-0.20008405,0.24667336,0.10456003,0.09619363,-0.08135569,-0.09583018
633,0.08727082,-0.1597402,-0.20351753,0.19070084,0.09627657,0.11338436,-0.0849652,-0.09682112
634,0.072941676,-0.16002584,-0.22666888,0.2295534,0.102573834,0.08167648,-0.12404419,-0.09846698
635,-0.008178366,-0.12924717,-0.24986684,0.21780607,0.12535383,0.07154982,-0.13582319,-0.057630632
636,0.08050847,-0.13359785,-0.18480504,0.16089882,0.034353733,0.08578662,-0.014170334,-0.040732108
637,0.00570626,-0.12997028,-0.2523193,0.20843843,0.10928559,0.05695607,-0.14725605,-0.051684663
638,0.070102535,-0.15015265,-0.24028587,0.20216236,0.10864945,0.034757912,-0.10630214,-0.047027048
639,0.047484327,-0.15309717,-0.24075317,0.17556253,0.12342104,0.05629408,-0.13750784,-0.025535185
640,0.053839963,-0.15773973,-0.25889543,0.1737872,0.10901542,0.030609593,-0.14693508,-0.022121847
641,0.11300594,-0.1251746,-0.1835148,0.14807756,0.031247012,0.093710035,0.01871118,-0.068051025
642,-0.036766715,-0.09909613,-0.19554944,0.28897762,0.117466524,0.08161432,-0.06996589,-0.049900305
643,0.09898014,-0.15773788,-0.21077392,0.19949177,0.081093505,0.09942593,-0.0623843,-0.10147595
644,0.06854037,-0.13177973,-0.19999833,0.117100544,0.09081072,0.10445162,-0.10779714,-0.037866198
645,0.077075005,-0.14829879,-0.2134023,0.14839363,0.107845165,0.08139397,-0.1068705,-0.05601429
646,0.087680385,-0.13870879,-0.25113493,0.30052966,0.08948946,0.008091569,-0.112206936,-0.081065625
647,0.07540955,-0.13583295,-0.17056806,0.1778022,0.04610349,0.07700009,-0.01405327,-0.038043033
648,0.0682482,-0.15290897,-0.21804515,0.16190648,0.11106652,0.081100926,-0.10577153,-0.04926313
649,0.08030236,-0.14427757,-0.18519843,0.14454308,0.08648136,0.13563946,-0.07446,-0.08294152
650,0.14801902,-0.13959937,-0.14996481,0.17919832,0.04703869,0.174041,0.0849511,-0.17770511
651,0.067815006,-0.1577084,-0.24546508,0.21485297,0.10628874,0.021973208,-0.14921756,-0.057259955
652,0.04089966,-0.12379557,-0.25156978,0.23931538,0.0993297,0.02773185,-0.13992718,-0.06284337
653,-0.0032485612,-0.12604788,-0.23205608,0.19560125,0.120089315,0.08275293,-0.12090122,-0.053337496
654,0.10716416,-0.07830806,-0.13810153,0.17402923,-0.028722234,0.14156368,0.12997556,-0.09592345
655,0.0135188345,-0.0895178,-0.13336957,0.29080772,0.10015353,0.12364965,0.0035740286,-0.07359369
656,0.111136675,-0.13613074,-0.16780078,0.13799822,0.06946606,0.16189098,-0.008720428,-0.11120382
657,0.10560735,-0.13498221,-0.17563075,0.12887529,0.071882606,0.15347889,-0.0147199035,-0.09878551
658,0.076831415,-0.1461476,-0.20293114,0.14355263,0.10455856,0.08181472,-0.11472595,-0.056703415
659,0.11837904,-0.09622499,-0.28517914,0.32898837,0.07932794,-0.004954025,-0.048596397,-0.076718286
660,0.112520985,-0.102069005,-0.28170577,0.32840407,0.08141886,-0.006623268,-0.055647694,-0.07203059
661,0.11436309,-0.108077735,-0.27769816,0.320989,0.05943065,-0.0045644194,-0.057585537,-0.068277866
662,0.1086152,-0.1067898,-0.27093816,0.29957962,0.04944901,0.009723403,-0.049818367,-0.063994534
663,0.108367145,-0.10024432,-0.2816974,0.3233291,0.088907585,-0.0058862567,-0.055178374,-0.068745196
664,0.10754894,-0.1031046,-0.27725184,0.31754446,0.0756403,-0.001836054,-0.054389626,-0.06740533
665,0.099401176,-0.107851714,-0.26761174,0.2824126,0.045125477,0.01701039,-0.049761146,-0.058768615
666,0.10516924,-0.10781506,-0.27517116,0.31929457,0.07828988,-0.0064848512,-0.062389947,-0.061516277
667,0.075670816,-0.162236,-0.18988788,0.17372525,0.081392914,0.06631777,-0.10463537,-0.013077969
668,0.07173718,-0.13922557,-0.1832898,0.38844645,0.09341591,0.019211575,-0.02181065,-0.116381176
669,0.07220642,-0.08933919,-0.11734759,0.2144287,0.03547488,0.14587241,0.075543165,-0.09319453
670,0.113226734,-0.14374554,-0.16078359,0.20282415,0.06334066,0.16524698,0.027046889,-0.15776193
671,0.10257304,-0.13412738,-0.13244982,0.4104606,0.09114942,0.12294517,0.12933055,-0.15471272
672,0.12633178,-0.13456632,-0.14406475,0.18312109,0.047878593,0.17007178,0.07402626,-0.15421222
673,0.0820552,-0.16039196,-0.1954309,0.18107799,0.09472029,0.113656625,-0.0762269,-0.087313
674,0.08715792,-0.16889448,-0.22226307,0.22984818,0.09062776,0.06807255,-0.10921261,-0.09051649
675,0.07906155,-0.15265864,-0.26081145,0.20247918,0.0900103,0.013491318,-0.13014847,-0.04511135
676,0.12404719,-0.11542408,-0.28537583,0.3322674,0.058011096,-0.017100193,-0.06920311,-0.07154555
677,0.08553223,-0.11010563,-0.14444962,0.19437318,0.025630593,0.12446909,0.043340296,-0.06757755
678,0.04128836,-0.124001384,-0.17324758,0.24175459,0.10876485,0.14035845,-0.046737358,-0.10549766
679,0.14302284,-0.15928367,-0.18434253,0.14538,0.04449305,0.12995642,-0.004605904,-0.13231608
680,-0.0066108946,-0.12282589,-0.21895003,0.19491524,0.11889984,0.09425903,-0.11658883,-0.057254028
681,0.015569899,-0.12633939,-0.21803385,0.20039698,0.10285213,0.062004402,-0.109465435,-0.06321342
682,0.06551006,-0.14728042,-0.21704102,0.14718,0.1030058,0.06313452,-0.13747707,-0.046267085
683,0.09057461,-0.15234491,-0.2008433,0.10894243,0.06759454,0.06642883,-0.09482561,-0.03987833
684,0.043169487,-0.112883516,-0.25224447,0.24257001,0.09872567,0.02241645,-0.11652039,-0.053188395
685,0.07352052,-0.15761003,-0.18582195,0.15127158,0.08304615,0.06297383,-0.101259395,-0.0051457863
686,0.0720454,-0.14777334,-0.24844271,0.22279464,0.102583796,0.015841864,-0.14683591,-0.07369601
687,0.08192928,-0.15034094,-0.26073134,0.21407852,0.09147866,0.004938692,-0.13799095,-0.067435235
688,0.057008974,-0.15436661,-0.2449317,0.1777609,0.100084186,0.03774496,-0.13666877,-0.027366843
689,0.11769196,-0.121258736,-0.2763203,0.31539536,0.06227133,-0.01064457,-0.07380807,-0.056134135
690,0.10625705,-0.122545615,-0.27042848,0.32603413,0.08743395,-0.02230981,-0.08307256,-0.0466813
691,0.09084096,-0.14765568,-0.1953711,0.17182058,0.07449828,0.06708705,-0.09181443,-0.029219612
692,-0.014879165,-0.080488786,-0.24818815,0.2642597,0.11540405,0.042058297,-0.099761374,-0.049120434
693,0.10019097,-0.14637333,-0.19013779,0.1281311,0.0163363,0.06535734,-0.03899409,-0.056156926
694,0.06376138,-0.14466,-0.20844749,0.1436409,0.09523019,0.06673328,-0.13359444,-0.05807507
695,0.012166703,-0.12835893,-0.23649657,0.16384909,0.104673184,0.049485788,-0.14401409,-0.025915883
696,0.06502707,-0.14001292,-0.23468043,0.14179634,0.09925887,0.030581437,-0.14816865,-0.035743915
697,0.035964258,-0.12860239,-0.25735503,0.17076379,0.094010256,0.018110037,-0.13952577,-0.028965693
698,0.08827115,-0.14104342,-0.19007795,0.11419842,0.027501531,0.055767097,-0.04696645,-0.017335776
699,0.015132647,-0.11745884,-0.26108357,0.19488247,0.11621429,0.02939789,-0.14780705,-0.043923073
700,0.059571303,-0.15528902,-0.24511278,0.16966161,0.1128253,0.017717674,-0.15548411,-0.0371609
701,0.0706614,-0.13850158,-0.18103448,0.12536894,0.0681414,0.08774395,-0.074268006,-0.030179348
702,0.04517547,-0.10840389,-0.25222278,0.24700731,0.100996844,0.018163994,-0.1270705,-0.05307288
703,0.069865435,-0.14982425,-0.25415346,0.22809678,0.10596075,0.011444524,-0.1521773,-0.056470506
704,0.06941877,-0.15707341,-0.25866538,0.23330756,0.10044746,0.02019474,-0.14764157,-0.07078923
705,0.060451843,-0.15395102,-0.17415284,0.1832173,0.07656323,0.088125266,-0.07743694,-0.034110416
706,0.06415944,-0.12269571,-0.24728952,0.27210963,0.095323116,0.01630868,-0.11777342,-0.058020204
707,0.07504776,-0.098463,-0.13125533,0.17614806,0.029816844,0.12665796,0.055559248,-0.08230564
708,-0.017163401,-0.08304894,-0.10864372,0.40684885,0.08408808,0.07699151,0.084591284,-0.05161471
709,0.12393123,-0.073240645,-0.11523831,0.17980744,-0.03494513,0.17347525,0.19616044,-0.14055985
710,0.09458792,-0.0917237,-0.109276354,0.21765074,0.06544988,0.19955745,0.124225795,-0.13584241
711,0.12223986,-0.116254136,-0.14690356,0.117708154,0.054907642,0.17698702,0.07872984,-0.11193338
712,0.030482635,-0.09771829,-0.1778361,0.15390661,0.09473762,0.15030001,0.0025145113,-0.05696005
713,0.085378975,-0.16360354,-0.19910496,0.1256432,0.077047974,0.053078976,-0.1142595,-0.0280686
714,0.09368717,-0.12297652,-0.27281368,0.22008236,0.098231025,-0.0078522265,-0.11585195,-0.051720917
715,0.07882604,-0.146041,-0.2059093,0.11672046,0.08302077,0.04734634,-0.12202839,-0.015205899
716,0.035655875,-0.11392444,-0.27207184,0.18814313,0.110425055,0.009983912,-0.14586364,-0.027505357
717,0.091178335,-0.13011509,-0.26071268,0.208932,0.09065463,-0.0068991333,-0.11935826,-0.04678976
718,0.07998316,-0.12979928,-0.2668634,0.22361667,0.117721245,-0.0010491759,-0.1286867,-0.045693133
719,0.07074557,-0.13123432,-0.26235235,0.18972285,0.109113425,0.0075300485,-0.12773871,-0.03354737
720,0.10037114,-0.1054942,-0.26239327,0.3024462,0.060435057,0.011082828,-0.052089714,-0.06335832
721,0.06780848,-0.11295289,-0.25170425,0.2741903,0.09644507,0.008301929,-0.12259042,-0.056533508
722,0.07328773,-0.15309934,-0.24800777,0.1962933,0.09335628,0.023812748,-0.1369771,-0.05515503
723,0.093944244,-0.13160203,-0.15845174,0.17214993,0.012941942,0.094343945,0.000166744,-0.074177526
724,-0.008339122,-0.12253182,-0.21196398,0.19446987,0.117768615,0.09444306,-0.11606039,-0.056819152
725,0.0661978,-0.15573657,-0.21014223,0.16254689,0.1059947,0.07148883,-0.10493837,-0.04993368
726,0.058985833,-0.15176219,-0.24495658,0.16293459,0.11703889,0.017117456,-0.15959351,-0.031981993
727,0.102029145,-0.12142193,-0.25681707,0.20553505,0.06810572,-0.00088621676,-0.10378997,-0.05023092
728,0.107505545,-0.10470143,-0.2732786,0.33412918,0.0969031,-0.0097620785,-0.06367483,-0.06819285
729,0.10756416,-0.11332094,-0.26767945,0.31891465,0.06942311,-0.004897386,-0.065780304,-0.060939677
730,0.09738619,-0.10896428,-0.2607103,0.27597678,0.035386074,0.02684158,-0.0493754,-0.06243904
731,0.10986176,-0.11613309,-0.26881427,0.33722624,0.096795104,-0.02646558,-0.09096418,-0.05041708
732,0.09656988,-0.14291671,-0.1956086,0.17889546,0.061268907,0.069798514,-0.08702942,-0.041817028
733,-0.016185451,-0.08189848,-0.24629276,0.2602305,0.11754194,0.041296646,-0.1034949,-0.045866378
734,0.069771856,-0.12291397,-0.15437877,0.16189122,0.02306937,0.0906317,-0.0035016537,-0.034263924
735,0.07719007,-0.15715912,-0.1905792,0.17165521,0.09435885,0.09914067,-0.07423418,-0.07704556
736,0.06875603,-0.14781913,-0.2021662,0.14666529,0.102239385,0.075140744,-0.09723885,-0.046726827
737,0.06418519,-0.13921821,-0.18106186,0.12872231,0.091429785,0.105292246,-0.09472434,-0.048039958
738,0.10079097,-0.14061457,-0.20209958,0.20193362,0.049967054,0.060001697,-0.092510186,-0.06698492
739,0.07191374,-0.117595024,-0.2753141,0.22154224,0.080493815,-0.0016375482,-0.13237934,-0.043440476
740,0.08156173,-0.16099124,-0.18258426,0.28485987,0.09619787,0.034091316,-0.06304316,-0.10196594
741,0.05887361,-0.13718474,-0.15936464,0.15847486,0.08269691,0.14043793,-0.029411033,-0.08210844
742,0.07331884,-0.14582393,-0.1611681,0.15354678,0.080194265,0.14300257,-0.04380106,-0.09573437
743,0.07690433,-0.1676656,-0.19586626,0.18878919,0.0831885,0.06379384,-0.098177694,-0.04805458
744,0.037807375,-0.15417325,-0.2284101,0.18601978,0.12020609,0.057839885,-0.15140738,-0.018982802
745,0.043396484,-0.10780699,-0.2611391,0.22945979,0.10620886,0.015369043,-0.13576163,-0.05111724
746,0.08963756,-0.13892245,-0.2152249,0.162011,0.07605039,0.055060126,-0.10389526,-0.041592877
747,0.060410086,-0.102834284,-0.27870366,0.21889612,0.11476007,-0.0038036853,-0.13488685,-0.02987013
748,0.09046897,-0.1375716,-0.22069311,0.18756233,0.08236126,0.04420527,-0.106811896,-0.056624997
749,0.071001366,-0.109999694,-0.27665213,0.20803958,0.09029049,-0.0058394372,-0.13284573,-0.031573996
750,0.07836849,-0.13729185,-0.2584489,0.16550915,0.10369847,0.0030190274,-0.13412096,-0.032732483
751,0.09685309,-0.1185056,-0.2669414,0.22225605,0.08662129,-0.004547052,-0.108454496,-0.05340834
752,0.10478795,-0.11982875,-0.25460863,0.20634875,0.061554514,0.0005342588,-0.09948602,-0.052493807
753,0.09909845,-0.13280436,-0.16443259,0.14262995,0.01450561,0.08260839,-0.009723544,-0.05922589
754,0.006088904,-0.12245159,-0.21126586,0.19888526,0.0996421,0.06335464,-0.08020876,-0.054131042
755,0.059925493,-0.060586765,-0.111505784,0.13906842,-0.0003201887,0.19709577,0.122742176,-0.096016884
756,0.07898159,-0.12551928,-0.12757117,0.2532705,0.07359193,0.15004414,0.056801677,-0.12258192
757,-0.00093185063,-0.12754487,-0.18592468,0.20794028,0.11610338,0.12009634,-0.07763185,-0.072499275
758,0.11684565,-0.16432601,-0.1748787,0.21090196,0.07727514,0.11390391,-0.026429042,-0.13704851
759,0.08271302,-0.14218736,-0.15713672,0.16014643,0.06551327,0.10813917,-0.033769935,-0.06199809
760,0.06775943,-0.121334106,-0.2571971,0.22759542,0.08727993,0.002064675,-0.13866058,-0.04469786
761,0.08319223,-0.14048503,-0.24320972,0.18897292,0.07784484,0.016037554,-0.119148985,-0.047553815
762,0.10110032,-0.11890259,-0.1274825,0.1939329,0.031763524,0.113186575,0.054475933,-0.09418823
763,-0.012386283,-0.111918285,-0.15822192,0.30413336,0.097401276,0.06751199,-0.050978944,-0.057334386
764,0.090923816,-0.13969424,-0.15803742,0.14545113,0.061004356,0.10451565,-0.040698953,-0.06744016
765,0.023554998,-0.13799994,-0.17291555,0.2319879,0.09588258,0.08632214,-0.059479505,-0.0797977
766,0.112791404,-0.1680174,-0.16845572,0.17333545,0.061199777,0.10106106,-0.036203384,-0.10049004
767,0.056032978,-0.13294937,-0.15860954,0.13137169,0.06403307,0.08895456,-0.07168602,-0.021825511
768,-0.025128756,-0.10234432,-0.18702702,0.27946,0.1169804,0.055937205,-0.07720207,-0.04368417
769,0.08490501,-0.11043364,-0.14880851,0.14226064,0.008615673,0.108723745,0.024043858,-0.058470152
